date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:43:39	3222/3222	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:14%20GMT	https://demo.dashboardpack.com/architectui-html-pro/pages-forgot-password.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/pages-forgot-password.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:40	2049/2049	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:13%20GMT	https://demo.dashboardpack.com/architectui-html-pro/pages-forgot-password-boxed.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/pages-forgot-password-boxed.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:41	99353/99353	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:22%20GMT	https://demo.dashboardpack.com/architectui-html-pro/apps-mailbox.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/apps-mailbox.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:42	96607/96607	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:21%20GMT	https://demo.dashboardpack.com/architectui-html-pro/apps-chat.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/apps-chat.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:43	90672/90672	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:21%20GMT	https://demo.dashboardpack.com/architectui-html-pro/apps-faq-section.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/apps-faq-section.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:44	94146/94146	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:21%20GMT	https://demo.dashboardpack.com/architectui-html-pro/apps-forum-list.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/apps-forum-list.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:45	94298/94298	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:22%20GMT	https://demo.dashboardpack.com/architectui-html-pro/apps-forum-threads.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/apps-forum-threads.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:46	92087/92087	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:22%20GMT	https://demo.dashboardpack.com/architectui-html-pro/apps-forum-discussion.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/apps-forum-discussion.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:47	135857/135857	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:06%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-buttons-standard.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-buttons-standard.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:48	138844/138844	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:04%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-buttons-pills.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-buttons-pills.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:49	139806/139806	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:05%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-buttons-square.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-buttons-square.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:50	144327/144327	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:04%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-buttons-shadow.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-buttons-shadow.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:51	132077/132077	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:04%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-buttons-icons.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-buttons-icons.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:52	210025/210025	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:06%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-dropdowns.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-dropdowns.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:53	278630/278630	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:07%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-icons.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-icons.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:54	597099/597099	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:04%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-badges-labels.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-badges-labels.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:55	105250/105250	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:06%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-cards.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-cards.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:56	99776/99776	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:08%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-loaders.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-loaders.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:57	107283/107283	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:07%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-list-group.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-list-group.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:58	149551/149551	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:08%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-navigation.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-navigation.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:43:59	121457/121457	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:08%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-timelines.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-timelines.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:00	94148/94148	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:09%20GMT	https://demo.dashboardpack.com/architectui-html-pro/elements-utilities.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/elements-utilities.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:01	114137/114137	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:00%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-tabs.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-tabs.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:02	89885/89885	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:55%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-accordions.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-accordions.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:03	97205/97205	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:58%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-notifications.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-notifications.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:04	91089/91089	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:58%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-modals.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-modals.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:05	99534/99534	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:57%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-loading-blocks.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-loading-blocks.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:06	102759/102759	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:59%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-progress-bar.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-progress-bar.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:07	101062/101062	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:00%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-tooltips-popovers.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-tooltips-popovers.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:08	91465/91465	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:56%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-carousel.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-carousel.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:09	85129/85129	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:55%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-calendar.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-calendar.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:10	88455/88455	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:59%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-pagination.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-pagination.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:11	85985/85985	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:56%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-count-up.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-count-up.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:12	104400/104400	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:00%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-scrollable-elements.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-scrollable-elements.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:13	84176/84176	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:00%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-tree-view.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-tree-view.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:14	84470/84470	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:57%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-maps.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-maps.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:15	85632/85632	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:59%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-ratings.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-ratings.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:16	84453/84453	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:57%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-image-crop.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-image-crop.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:17	87581/87581	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:56%20GMT	https://demo.dashboardpack.com/architectui-html-pro/components-guided-tours.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/components-guided-tours.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:18	91850/91850	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:16%20GMT	https://demo.dashboardpack.com/architectui-html-pro/tables-data-tables.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/tables-data-tables.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:19	88695/88695	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:16%20GMT	https://demo.dashboardpack.com/architectui-html-pro/tables-regular.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/tables-regular.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:20	84601/84601	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:16%20GMT	https://demo.dashboardpack.com/architectui-html-pro/tables-grid.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/tables-grid.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:21	136363/136363	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:17%20GMT	https://demo.dashboardpack.com/architectui-html-pro/widgets-chart-boxes.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/widgets-chart-boxes.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:22	104983/104983	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:16%20GMT	https://demo.dashboardpack.com/architectui-html-pro/widgets-chart-boxes-2.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/widgets-chart-boxes-2.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:23	105320/105320	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:17%20GMT	https://demo.dashboardpack.com/architectui-html-pro/widgets-chart-boxes-3.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/widgets-chart-boxes-3.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:24	106700/106700	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:18%20GMT	https://demo.dashboardpack.com/architectui-html-pro/widgets-profile-boxes.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/widgets-profile-boxes.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:25	99109/99109	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:10%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-controls.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-controls.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:26	91204/91204	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:11%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-layouts.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-layouts.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:27	85681/85681	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:12%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-validation.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-validation.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:28	112277/112277	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:12%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-wizard.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-wizard.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:29	87417/87417	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:10%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-datepicker.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-datepicker.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:30	86199/86199	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:11%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-range-slider.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-range-slider.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:31	88744/88744	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:10%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-input-selects.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-input-selects.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:32	86574/86574	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:12%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-toggle-switch.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-toggle-switch.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:33	85574/85574	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:13%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-wysiwyg-editor.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-wysiwyg-editor.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:34	87959/87959	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:10%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-input-mask.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-input-mask.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:35	85423/85423	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:09%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-clipboard.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-clipboard.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:36	84735/84735	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:30:11%20GMT	https://demo.dashboardpack.com/architectui-html-pro/forms-textarea-autosize.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/forms-textarea-autosize.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:37	85932/85932	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:54%20GMT	https://demo.dashboardpack.com/architectui-html-pro/charts-chartjs.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/charts-chartjs.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:38	84624/84624	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:23%20GMT	https://demo.dashboardpack.com/architectui-html-pro/charts-apexcharts.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/charts-apexcharts.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
22:44:39	85602/85602	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:29:54%20GMT	https://demo.dashboardpack.com/architectui-html-pro/charts-sparklines.html	admin/architect/demo.dashboardpack.com/architectui-html-pro/charts-sparklines.html	(from https://demo.dashboardpack.com/architectui-html-pro/index.html)
